Datetime,YEAR,MO,DY,HR,Temperature,Wind_Speed,Solar_Radiation,Wind_Direction,Humidity,Rainfall,Month,DayOfYear,Hour
2025-01-01 00:00:00,2025,1,1,0,15.36,2.79,0.0,357.7,95.21,0.0,1,1,0
2025-01-01 01:00:00,2025,1,1,1,16.56,2.7,36.35,2.8,89.72,0.0,1,1,1
2025-01-01 02:00:00,2025,1,1,2,19.66,3.6,155.52,9.4,76.07,0.0,1,1,2
2025-01-01 03:00:00,2025,1,1,3,22.12,3.83,301.42,27.4,66.18,0.0,1,1,3
2025-01-01 04:00:00,2025,1,1,4,23.7,3.78,464.55,35.2,58.87,0.0,1,1,4
2025-01-01 05:00:00,2025,1,1,5,24.83,3.41,587.42,41.4,54.09,0.0,1,1,5
2025-01-01 06:00:00,2025,1,1,6,25.63,2.94,678.83,48.7,50.91,0.0,1,1,6
2025-01-01 07:00:00,2025,1,1,7,26.04,2.54,667.58,56.1,48.98,0.0,1,1,7
2025-01-01 08:00:00,2025,1,1,8,26.24,2.52,536.12,61.8,48.08,0.0,1,1,8
2025-01-01 09:00:00,2025,1,1,9,26.01,2.58,405.12,66.7,48.94,0.0,1,1,9
2025-01-01 10:00:00,2025,1,1,10,25.26,2.49,211.7,74.2,52.33,0.0,1,1,10
2025-01-01 11:00:00,2025,1,1,11,22.87,2.32,34.72,84.6,66.5,0.0,1,1,11
2025-01-01 12:00:00,2025,1,1,12,20.71,2.51,0.0,91.6,70.73,0.0,1,1,12
2025-01-01 13:00:00,2025,1,1,13,20.09,2.29,0.0,88.5,73.03,0.0,1,1,13
2025-01-01 14:00:00,2025,1,1,14,19.54,1.92,0.0,74.9,75.21,0.0,1,1,14
2025-01-01 15:00:00,2025,1,1,15,18.83,1.74,0.0,49.9,77.85,0.0,1,1,15
2025-01-01 16:00:00,2025,1,1,16,17.9,1.95,0.0,25.9,81.3,0.0,1,1,16
2025-01-01 17:00:00,2025,1,1,17,16.92,2.3,0.0,12.6,84.42,0.0,1,1,17
2025-01-01 18:00:00,2025,1,1,18,16.12,2.56,0.0,5.8,86.05,0.0,1,1,18
2025-01-01 19:00:00,2025,1,1,19,15.51,2.73,0.0,0.8,86.33,0.0,1,1,19
2025-01-01 20:00:00,2025,1,1,20,15.07,2.84,0.0,357.8,85.78,0.0,1,1,20
2025-01-01 21:00:00,2025,1,1,21,14.84,2.91,0.0,357.0,84.46,0.0,1,1,21
2025-01-01 22:00:00,2025,1,1,22,14.59,3.02,0.0,359.6,83.12,0.0,1,1,22
2025-01-01 23:00:00,2025,1,1,23,14.1,3.18,0.0,2.0,82.53,0.0,1,1,23
2025-01-02 00:00:00,2025,1,2,0,13.72,3.33,0.0,3.4,82.08,0.0,1,2,0
2025-01-02 01:00:00,2025,1,2,1,14.95,3.24,36.5,4.8,78.07,0.0,1,2,1
2025-01-02 02:00:00,2025,1,2,2,18.12,3.98,153.0,5.3,64.62,0.0,1,2,2
2025-01-02 03:00:00,2025,1,2,3,20.66,3.88,307.85,25.2,54.05,0.0,1,2,3
2025-01-02 04:00:00,2025,1,2,4,22.38,3.88,471.4,39.1,48.88,0.0,1,2,4
2025-01-02 05:00:00,2025,1,2,5,23.49,3.66,584.75,45.3,46.59,0.0,1,2,5
2025-01-02 06:00:00,2025,1,2,6,24.38,3.63,714.92,50.7,44.64,0.0,1,2,6
2025-01-02 07:00:00,2025,1,2,7,24.95,3.63,654.72,54.6,43.19,0.0,1,2,7
2025-01-02 08:00:00,2025,1,2,8,25.1,3.53,564.7,58.6,43.01,0.0,1,2,8
2025-01-02 09:00:00,2025,1,2,9,24.92,3.33,400.23,63.2,42.62,0.0,1,2,9
2025-01-02 10:00:00,2025,1,2,10,23.96,2.93,209.73,68.2,46.67,0.0,1,2,10
2025-01-02 11:00:00,2025,1,2,11,21.31,2.53,45.4,75.1,61.46,0.0,1,2,11
2025-01-02 12:00:00,2025,1,2,12,19.18,2.67,0.0,76.8,65.11,0.0,1,2,12
2025-01-02 13:00:00,2025,1,2,13,18.54,2.53,0.0,67.7,67.02,0.0,1,2,13
2025-01-02 14:00:00,2025,1,2,14,17.89,2.36,0.0,53.6,69.09,0.0,1,2,14
2025-01-02 15:00:00,2025,1,2,15,17.17,2.26,0.0,38.7,71.62,0.0,1,2,15
2025-01-02 16:00:00,2025,1,2,16,16.44,2.26,0.0,24.6,74.02,0.0,1,2,16
2025-01-02 17:00:00,2025,1,2,17,15.77,2.33,0.0,14.2,76.28,0.0,1,2,17
2025-01-02 18:00:00,2025,1,2,18,15.28,2.38,0.0,8.0,77.6,0.0,1,2,18
2025-01-02 19:00:00,2025,1,2,19,14.83,2.41,0.0,4.1,77.81,0.0,1,2,19
2025-01-02 20:00:00,2025,1,2,20,14.5,2.4,0.0,2.1,76.7,0.0,1,2,20
2025-01-02 21:00:00,2025,1,2,21,14.14,2.49,0.0,1.2,75.88,0.0,1,2,21
2025-01-02 22:00:00,2025,1,2,22,13.74,2.68,0.0,1.1,75.21,0.0,1,2,22
2025-01-02 23:00:00,2025,1,2,23,13.41,2.87,0.0,2.4,74.34,0.0,1,2,23
2025-01-03 00:00:00,2025,1,3,0,13.14,3.04,0.0,4.0,73.13,0.0,1,3,0
2025-01-03 01:00:00,2025,1,3,1,14.21,2.93,40.8,5.1,71.85,0.0,1,3,1
2025-01-03 02:00:00,2025,1,3,2,17.96,3.29,177.35,8.7,56.6,0.0,1,3,2
2025-01-03 03:00:00,2025,1,3,3,20.31,3.19,333.12,30.7,50.29,0.0,1,3,3
2025-01-03 04:00:00,2025,1,3,4,21.84,3.22,501.9,44.4,49.96,0.0,1,3,4
2025-01-03 05:00:00,2025,1,3,5,23.04,3.12,614.85,48.9,49.35,0.0,1,3,5
2025-01-03 06:00:00,2025,1,3,6,24.01,3.01,691.65,53.1,48.41,0.0,1,3,6
2025-01-03 07:00:00,2025,1,3,7,24.67,2.91,581.5,56.2,47.32,0.0,1,3,7
2025-01-03 08:00:00,2025,1,3,8,24.95,2.93,557.3,57.4,46.92,0.0,1,3,8
2025-01-03 09:00:00,2025,1,3,9,24.81,2.84,420.8,59.7,47.69,0.0,1,3,9
2025-01-03 10:00:00,2025,1,3,10,24.02,2.68,220.43,64.1,51.15,0.0,1,3,10
2025-01-03 11:00:00,2025,1,3,11,21.38,2.35,36.6,75.0,66.17,0.0,1,3,11
2025-01-03 12:00:00,2025,1,3,12,19.06,2.6,0.0,82.9,70.65,0.0,1,3,12
2025-01-03 13:00:00,2025,1,3,13,18.48,2.39,0.0,78.6,72.52,0.0,1,3,13
2025-01-03 14:00:00,2025,1,3,14,18.03,2.04,0.0,66.3,73.59,0.0,1,3,14
2025-01-03 15:00:00,2025,1,3,15,17.4,1.9,0.0,47.3,75.58,0.0,1,3,15
2025-01-03 16:00:00,2025,1,3,16,16.66,2.02,0.0,30.6,77.89,0.0,1,3,16
2025-01-03 17:00:00,2025,1,3,17,15.89,2.21,0.0,19.3,79.78,0.0,1,3,17
2025-01-03 18:00:00,2025,1,3,18,15.21,2.39,0.0,13.3,80.86,0.0,1,3,18
2025-01-03 19:00:00,2025,1,3,19,14.64,2.57,0.0,9.9,81.13,0.0,1,3,19
2025-01-03 20:00:00,2025,1,3,20,14.16,2.73,0.0,8.2,80.84,0.0,1,3,20
2025-01-03 21:00:00,2025,1,3,21,13.77,2.86,0.0,6.0,80.22,0.0,1,3,21
2025-01-03 22:00:00,2025,1,3,22,13.46,2.93,0.0,3.1,79.12,0.0,1,3,22
2025-01-03 23:00:00,2025,1,3,23,13.25,3.01,0.0,1.1,77.67,0.0,1,3,23
2025-01-04 00:00:00,2025,1,4,0,13.14,3.04,0.0,0.6,75.82,0.0,1,4,0
2025-01-04 01:00:00,2025,1,4,1,14.31,2.81,37.0,0.8,74.06,0.0,1,4,1
2025-01-04 02:00:00,2025,1,4,2,18.01,3.02,165.75,4.9,60.21,0.0,1,4,2
2025-01-04 03:00:00,2025,1,4,3,20.62,2.5,334.88,30.3,54.56,0.0,1,4,3
2025-01-04 04:00:00,2025,1,4,4,22.61,2.34,507.5,52.0,51.09,0.0,1,4,4
2025-01-04 05:00:00,2025,1,4,5,23.79,2.12,618.6,61.9,49.55,0.0,1,4,5
2025-01-04 06:00:00,2025,1,4,6,24.75,1.87,621.78,75.4,47.98,0.0,1,4,6
2025-01-04 07:00:00,2025,1,4,7,25.37,1.76,624.35,92.0,46.85,0.0,1,4,7
2025-01-04 08:00:00,2025,1,4,8,25.62,1.89,531.28,104.7,46.62,0.0,1,4,8
2025-01-04 09:00:00,2025,1,4,9,25.35,2.0,376.35,112.1,48.31,0.0,1,4,9
2025-01-04 10:00:00,2025,1,4,10,24.61,1.93,191.62,116.2,51.73,0.0,1,4,10
2025-01-04 11:00:00,2025,1,4,11,22.06,1.97,42.78,121.3,67.1,0.0,1,4,11
2025-01-04 12:00:00,2025,1,4,12,19.58,2.34,0.0,124.4,73.73,0.0,1,4,12
2025-01-04 13:00:00,2025,1,4,13,18.92,2.14,0.0,124.5,77.47,0.0,1,4,13
2025-01-04 14:00:00,2025,1,4,14,18.63,1.71,0.0,125.7,79.39,0.0,1,4,14
2025-01-04 15:00:00,2025,1,4,15,18.6,1.26,0.0,125.3,80.31,0.0,1,4,15
2025-01-04 16:00:00,2025,1,4,16,18.4,0.86,0.0,114.8,81.91,0.0,1,4,16
2025-01-04 17:00:00,2025,1,4,17,18.32,0.61,0.0,83.5,82.37,0.0,1,4,17
2025-01-04 18:00:00,2025,1,4,18,17.67,0.61,0.0,43.7,86.31,0.0,1,4,18
2025-01-04 19:00:00,2025,1,4,19,17.1,0.78,0.0,17.0,90.07,0.0,1,4,19
2025-01-04 20:00:00,2025,1,4,20,16.52,1.03,0.0,2.2,93.73,0.0,1,4,20
2025-01-04 21:00:00,2025,1,4,21,15.71,1.27,0.0,355.9,98.4,0.0,1,4,21
2025-01-04 22:00:00,2025,1,4,22,15.2,1.5,0.0,351.2,100.0,0.0,1,4,22
2025-01-04 23:00:00,2025,1,4,23,14.72,1.66,0.0,348.1,100.0,0.0,1,4,23
2025-01-05 00:00:00,2025,1,5,0,14.34,1.78,0.0,347.7,100.0,0.0,1,5,0
2025-01-05 01:00:00,2025,1,5,1,15.15,1.81,34.92,349.5,99.0,0.0,1,5,1
2025-01-05 02:00:00,2025,1,5,2,17.35,2.19,142.27,355.3,88.35,0.0,1,5,2
2025-01-05 03:00:00,2025,1,5,3,20.49,1.49,265.17,51.3,75.12,0.0,1,5,3
2025-01-05 04:00:00,2025,1,5,4,22.43,1.79,428.38,84.5,68.59,0.0,1,5,4
2025-01-05 05:00:00,2025,1,5,5,23.73,2.01,546.67,96.6,63.94,0.0,1,5,5
2025-01-05 06:00:00,2025,1,5,6,24.82,2.17,562.15,104.7,59.78,0.0,1,5,6
2025-01-05 07:00:00,2025,1,5,7,25.34,2.24,586.17,111.2,57.97,0.0,1,5,7
2025-01-05 08:00:00,2025,1,5,8,25.43,2.23,478.67,115.8,57.79,0.0,1,5,8
2025-01-05 09:00:00,2025,1,5,9,25.13,2.19,336.77,117.1,58.46,0.0,1,5,9
2025-01-05 10:00:00,2025,1,5,10,24.45,2.19,169.18,115.7,61.22,0.0,1,5,10
2025-01-05 11:00:00,2025,1,5,11,22.37,1.95,44.89,115.8,74.08,0.0,1,5,11
2025-01-05 12:00:00,2025,1,5,12,19.88,2.35,0.0,117.3,83.03,0.0,1,5,12
2025-01-05 13:00:00,2025,1,5,13,19.18,2.22,0.0,114.1,87.0,0.0,1,5,13
2025-01-05 14:00:00,2025,1,5,14,18.93,1.86,0.0,108.5,88.86,0.0,1,5,14
2025-01-05 15:00:00,2025,1,5,15,18.95,1.44,0.0,97.6,89.0,0.0,1,5,15
2025-01-05 16:00:00,2025,1,5,16,18.78,1.12,0.0,77.1,89.46,0.0,1,5,16
2025-01-05 17:00:00,2025,1,5,17,18.4,0.99,0.0,52.8,91.88,0.0,1,5,17
2025-01-05 18:00:00,2025,1,5,18,18.04,0.98,0.0,41.7,93.27,0.0,1,5,18
2025-01-05 19:00:00,2025,1,5,19,17.73,0.9,0.0,39.2,94.07,0.0,1,5,19
2025-01-05 20:00:00,2025,1,5,20,17.4,0.83,0.0,35.2,94.75,0.0,1,5,20
2025-01-05 21:00:00,2025,1,5,21,17.0,0.85,0.0,26.0,95.94,0.0,1,5,21
2025-01-05 22:00:00,2025,1,5,22,16.52,1.07,0.0,8.1,98.0,0.0,1,5,22
2025-01-05 23:00:00,2025,1,5,23,16.01,1.41,0.0,352.7,100.0,0.0,1,5,23
2025-01-06 00:00:00,2025,1,6,0,15.56,1.7,0.0,345.0,100.0,0.0,1,6,0
2025-01-06 01:00:00,2025,1,6,1,16.48,1.7,31.73,341.1,97.89,0.0,1,6,1
2025-01-06 02:00:00,2025,1,6,2,19.12,1.44,149.02,345.5,85.54,0.0,1,6,2
2025-01-06 03:00:00,2025,1,6,3,22.04,1.06,302.98,99.8,70.47,0.0,1,6,3
2025-01-06 04:00:00,2025,1,6,4,23.6,1.66,465.45,115.6,64.1,0.0,1,6,4
2025-01-06 05:00:00,2025,1,6,5,24.65,1.63,557.95,117.0,60.94,0.0,1,6,5
2025-01-06 06:00:00,2025,1,6,6,25.47,1.48,644.45,113.1,58.07,0.0,1,6,6
2025-01-06 07:00:00,2025,1,6,7,26.06,1.56,616.62,110.3,55.5,0.0,1,6,7
2025-01-06 08:00:00,2025,1,6,8,26.29,1.74,521.33,109.2,54.2,0.0,1,6,8
2025-01-06 09:00:00,2025,1,6,9,26.1,1.82,378.08,111.2,54.38,0.0,1,6,9
2025-01-06 10:00:00,2025,1,6,10,25.41,1.94,197.25,116.0,57.41,0.0,1,6,10
2025-01-06 11:00:00,2025,1,6,11,23.1,2.04,45.7,123.6,71.43,0.0,1,6,11
2025-01-06 12:00:00,2025,1,6,12,20.7,2.42,0.0,129.0,78.62,0.0,1,6,12
2025-01-06 13:00:00,2025,1,6,13,20.11,2.08,0.0,133.4,81.74,0.0,1,6,13
2025-01-06 14:00:00,2025,1,6,14,19.94,1.4,0.0,145.5,82.47,0.0,1,6,14
2025-01-06 15:00:00,2025,1,6,15,19.6,0.8,0.0,176.4,83.73,0.0,1,6,15
2025-01-06 16:00:00,2025,1,6,16,19.42,0.72,0.0,221.6,83.79,0.0,1,6,16
2025-01-06 17:00:00,2025,1,6,17,19.02,0.89,0.0,251.0,84.4,0.0,1,6,17
2025-01-06 18:00:00,2025,1,6,18,18.61,1.03,0.0,270.6,84.81,0.0,1,6,18
2025-01-06 19:00:00,2025,1,6,19,18.24,1.16,0.0,286.1,84.97,0.0,1,6,19
2025-01-06 20:00:00,2025,1,6,20,17.78,1.29,0.0,298.1,85.51,0.0,1,6,20
2025-01-06 21:00:00,2025,1,6,21,17.13,1.47,0.0,308.1,87.07,0.0,1,6,21
2025-01-06 22:00:00,2025,1,6,22,16.67,1.66,0.0,316.7,87.69,0.0,1,6,22
2025-01-06 23:00:00,2025,1,6,23,16.39,1.78,0.0,321.8,87.63,0.0,1,6,23
2025-01-07 00:00:00,2025,1,7,0,16.32,1.83,0.0,326.1,86.67,0.0,1,7,0
2025-01-07 01:00:00,2025,1,7,1,17.04,1.74,40.17,329.6,84.72,0.0,1,7,1
2025-01-07 02:00:00,2025,1,7,2,20.05,1.65,197.77,332.2,72.42,0.0,1,7,2
2025-01-07 03:00:00,2025,1,7,3,22.77,0.91,384.4,348.6,61.11,0.0,1,7,3
2025-01-07 04:00:00,2025,1,7,4,25.09,0.93,351.88,22.7,52.41,0.0,1,7,4
2025-01-07 05:00:00,2025,1,7,5,26.33,0.9,642.12,49.1,48.33,0.0,1,7,5
2025-01-07 06:00:00,2025,1,7,6,27.21,0.91,681.08,79.9,46.13,0.0,1,7,6
2025-01-07 07:00:00,2025,1,7,7,27.61,1.15,629.6,104.6,45.5,0.0,1,7,7
2025-01-07 08:00:00,2025,1,7,8,27.64,1.52,541.28,117.4,45.38,0.0,1,7,8
2025-01-07 09:00:00,2025,1,7,9,27.21,1.77,362.1,119.5,46.69,0.0,1,7,9
2025-01-07 10:00:00,2025,1,7,10,26.33,1.94,183.1,116.0,49.94,0.0,1,7,10
2025-01-07 11:00:00,2025,1,7,11,24.0,1.97,46.8,116.8,63.1,0.0,1,7,11
2025-01-07 12:00:00,2025,1,7,12,21.88,2.02,0.0,119.6,69.14,0.0,1,7,12
2025-01-07 13:00:00,2025,1,7,13,20.92,1.66,0.0,119.2,73.97,0.0,1,7,13
2025-01-07 14:00:00,2025,1,7,14,20.29,1.17,0.0,117.4,77.09,0.0,1,7,14
2025-01-07 15:00:00,2025,1,7,15,19.92,0.72,0.0,113.0,78.44,0.0,1,7,15
2025-01-07 16:00:00,2025,1,7,16,19.55,0.32,0.0,93.6,79.23,0.0,1,7,16
2025-01-07 17:00:00,2025,1,7,17,19.21,0.28,0.0,349.9,79.56,0.0,1,7,17
2025-01-07 18:00:00,2025,1,7,18,18.81,0.7,0.0,332.0,79.09,0.0,1,7,18
2025-01-07 19:00:00,2025,1,7,19,18.2,1.12,0.0,333.0,79.59,0.0,1,7,19
2025-01-07 20:00:00,2025,1,7,20,17.45,1.57,0.0,336.7,81.29,0.0,1,7,20
2025-01-07 21:00:00,2025,1,7,21,16.55,2.02,0.0,340.3,83.81,0.0,1,7,21
2025-01-07 22:00:00,2025,1,7,22,15.84,2.39,0.0,343.7,85.11,0.0,1,7,22
2025-01-07 23:00:00,2025,1,7,23,15.34,2.58,0.0,346.6,85.01,0.0,1,7,23
2025-01-08 00:00:00,2025,1,8,0,15.01,2.69,0.0,349.7,84.09,0.0,1,8,0
2025-01-08 01:00:00,2025,1,8,1,16.01,2.54,34.78,352.8,80.75,0.0,1,8,1
2025-01-08 02:00:00,2025,1,8,2,19.27,2.87,168.27,356.2,66.1,0.0,1,8,2
2025-01-08 03:00:00,2025,1,8,3,22.01,2.34,329.92,25.6,57.82,0.0,1,8,3
2025-01-08 04:00:00,2025,1,8,4,23.67,2.34,332.7,41.2,51.86,0.0,1,8,4
2025-01-08 05:00:00,2025,1,8,5,24.77,2.3,514.97,49.6,47.86,0.0,1,8,5
2025-01-08 06:00:00,2025,1,8,6,25.58,2.19,657.25,58.1,44.75,0.0,1,8,6
2025-01-08 07:00:00,2025,1,8,7,26.08,2.14,623.65,65.5,42.65,0.0,1,8,7
2025-01-08 08:00:00,2025,1,8,8,26.23,2.22,539.25,70.5,41.92,0.0,1,8,8
2025-01-08 09:00:00,2025,1,8,9,26.02,2.42,386.6,77.6,42.47,0.0,1,8,9
2025-01-08 10:00:00,2025,1,8,10,25.14,2.6,200.6,87.1,46.31,0.0,1,8,10
2025-01-08 11:00:00,2025,1,8,11,22.34,2.61,35.42,97.9,62.28,0.0,1,8,11
2025-01-08 12:00:00,2025,1,8,12,19.81,2.94,0.0,102.8,71.94,0.0,1,8,12
2025-01-08 13:00:00,2025,1,8,13,19.03,2.85,0.0,100.9,78.08,0.0,1,8,13
2025-01-08 14:00:00,2025,1,8,14,18.52,2.66,0.0,96.5,82.29,0.0,1,8,14
2025-01-08 15:00:00,2025,1,8,15,18.2,2.43,0.0,88.1,85.18,0.0,1,8,15
2025-01-08 16:00:00,2025,1,8,16,17.94,2.19,0.0,74.4,87.65,0.0,1,8,16
2025-01-08 17:00:00,2025,1,8,17,17.54,2.08,0.0,57.4,90.25,0.0,1,8,17
2025-01-08 18:00:00,2025,1,8,18,17.0,2.12,0.0,41.4,92.78,0.0,1,8,18
2025-01-08 19:00:00,2025,1,8,19,16.35,2.27,0.0,27.2,95.22,0.0,1,8,19
2025-01-08 20:00:00,2025,1,8,20,15.66,2.53,0.0,16.5,97.17,0.0,1,8,20
2025-01-08 21:00:00,2025,1,8,21,15.12,2.8,0.0,9.3,97.29,0.0,1,8,21
2025-01-08 22:00:00,2025,1,8,22,14.72,3.0,0.0,6.5,95.73,0.0,1,8,22
2025-01-08 23:00:00,2025,1,8,23,14.41,3.07,0.0,7.3,94.01,0.0,1,8,23
2025-01-09 00:00:00,2025,1,9,0,14.14,3.06,0.0,8.3,92.55,0.0,1,9,0
2025-01-09 01:00:00,2025,1,9,1,15.27,2.94,41.72,9.2,86.68,0.0,1,9,1
2025-01-09 02:00:00,2025,1,9,2,18.45,3.54,199.38,17.1,72.98,0.0,1,9,2
2025-01-09 03:00:00,2025,1,9,3,20.99,3.65,374.73,46.1,66.61,0.01,1,9,3
2025-01-09 04:00:00,2025,1,9,4,22.6,3.86,535.3,58.1,62.25,0.0,1,9,4
2025-01-09 05:00:00,2025,1,9,5,23.63,3.88,638.8,59.7,59.04,0.0,1,9,5
2025-01-09 06:00:00,2025,1,9,6,24.47,3.84,713.55,61.0,55.67,0.0,1,9,6
2025-01-09 07:00:00,2025,1,9,7,24.99,3.81,651.88,63.0,53.16,0.0,1,9,7
2025-01-09 08:00:00,2025,1,9,8,25.09,3.89,561.65,65.5,52.26,0.0,1,9,8
2025-01-09 09:00:00,2025,1,9,9,24.73,4.03,401.25,70.0,53.17,0.0,1,9,9
2025-01-09 10:00:00,2025,1,9,10,23.85,4.12,203.73,75.4,55.69,0.0,1,9,10
2025-01-09 11:00:00,2025,1,9,11,21.5,3.23,32.47,82.7,67.4,0.0,1,9,11
2025-01-09 12:00:00,2025,1,9,12,18.95,3.13,0.0,88.2,77.49,0.0,1,9,12
2025-01-09 13:00:00,2025,1,9,13,18.11,3.03,0.0,87.2,81.85,0.0,1,9,13
2025-01-09 14:00:00,2025,1,9,14,17.49,2.86,0.0,84.4,85.18,0.0,1,9,14
2025-01-09 15:00:00,2025,1,9,15,17.21,2.58,0.0,77.3,86.84,0.0,1,9,15
2025-01-09 16:00:00,2025,1,9,16,16.95,2.45,0.0,68.2,88.22,0.0,1,9,16
2025-01-09 17:00:00,2025,1,9,17,16.61,2.35,0.0,56.4,89.87,0.0,1,9,17
2025-01-09 18:00:00,2025,1,9,18,16.1,2.38,0.0,42.8,92.56,0.0,1,9,18
2025-01-09 19:00:00,2025,1,9,19,15.49,2.52,0.0,32.1,95.58,0.01,1,9,19
2025-01-09 20:00:00,2025,1,9,20,14.9,2.7,0.0,24.0,98.5,0.01,1,9,20
2025-01-09 21:00:00,2025,1,9,21,14.41,2.84,0.0,18.1,100.0,0.0,1,9,21
2025-01-09 22:00:00,2025,1,9,22,14.01,2.96,0.0,14.7,100.0,0.0,1,9,22
2025-01-09 23:00:00,2025,1,9,23,13.7,3.03,0.0,15.7,100.0,0.0,1,9,23
2025-01-10 00:00:00,2025,1,10,0,13.45,3.06,0.0,19.7,100.0,0.0,1,10,0
2025-01-10 01:00:00,2025,1,10,1,14.61,3.0,37.1,24.4,94.65,0.0,1,10,1
2025-01-10 02:00:00,2025,1,10,2,17.71,3.71,170.48,34.5,78.74,0.0,1,10,2
2025-01-10 03:00:00,2025,1,10,3,20.31,4.2,338.73,58.1,67.32,0.0,1,10,3
2025-01-10 04:00:00,2025,1,10,4,22.1,4.54,505.83,65.1,61.02,0.0,1,10,4
2025-01-10 05:00:00,2025,1,10,5,23.44,4.69,611.17,67.7,56.58,0.0,1,10,5
2025-01-10 06:00:00,2025,1,10,6,24.41,4.79,709.2,69.9,53.41,0.0,1,10,6
2025-01-10 07:00:00,2025,1,10,7,24.87,4.84,671.22,71.0,51.78,0.0,1,10,7
2025-01-10 08:00:00,2025,1,10,8,24.9,4.81,570.05,69.9,51.34,0.0,1,10,8
2025-01-10 09:00:00,2025,1,10,9,24.52,4.67,399.02,68.7,51.8,0.0,1,10,9
2025-01-10 10:00:00,2025,1,10,10,23.64,4.41,204.43,67.7,53.66,0.0,1,10,10
2025-01-10 11:00:00,2025,1,10,11,21.29,3.2,50.42,68.6,64.95,0.0,1,10,11
2025-01-10 12:00:00,2025,1,10,12,18.56,3.08,0.0,70.3,74.13,0.0,1,10,12
2025-01-10 13:00:00,2025,1,10,13,17.79,3.06,0.0,66.9,77.1,0.0,1,10,13
2025-01-10 14:00:00,2025,1,10,14,17.22,2.98,0.0,63.1,79.23,0.0,1,10,14
2025-01-10 15:00:00,2025,1,10,15,16.75,2.9,0.0,57.7,81.23,0.0,1,10,15
2025-01-10 16:00:00,2025,1,10,16,16.2,2.87,0.0,51.1,84.46,0.0,1,10,16
2025-01-10 17:00:00,2025,1,10,17,15.61,2.86,0.0,45.0,88.56,0.0,1,10,17
2025-01-10 18:00:00,2025,1,10,18,15.03,2.85,0.0,38.2,92.82,0.0,1,10,18
2025-01-10 19:00:00,2025,1,10,19,14.48,2.85,0.0,31.5,96.53,0.0,1,10,19
2025-01-10 20:00:00,2025,1,10,20,14.0,2.82,0.0,26.6,99.56,0.0,1,10,20
2025-01-10 21:00:00,2025,1,10,21,13.62,2.76,0.0,23.2,100.0,0.0,1,10,21
2025-01-10 22:00:00,2025,1,10,22,13.31,2.72,0.0,19.3,100.0,0.0,1,10,22
2025-01-10 23:00:00,2025,1,10,23,13.06,2.75,0.0,15.4,100.0,0.0,1,10,23
2025-01-11 00:00:00,2025,1,11,0,12.85,2.82,0.0,14.8,100.0,0.0,1,11,0
2025-01-11 01:00:00,2025,1,11,1,14.0,2.99,36.2,17.1,97.91,0.0,1,11,1
2025-01-11 02:00:00,2025,1,11,2,17.13,3.69,166.45,25.7,82.25,0.0,1,11,2
2025-01-11 03:00:00,2025,1,11,3,19.96,4.07,325.65,52.5,71.21,0.0,1,11,3
2025-01-11 04:00:00,2025,1,11,4,22.02,4.31,512.7,62.1,62.6,0.01,1,11,4
2025-01-11 05:00:00,2025,1,11,5,23.41,4.32,635.97,63.5,57.65,0.0,1,11,5
2025-01-11 06:00:00,2025,1,11,6,24.46,4.28,719.58,63.5,54.11,0.0,1,11,6
2025-01-11 07:00:00,2025,1,11,7,25.07,4.27,677.9,63.4,51.91,0.0,1,11,7
2025-01-11 08:00:00,2025,1,11,8,25.3,4.36,558.83,64.4,50.48,0.0,1,11,8
2025-01-11 09:00:00,2025,1,11,9,24.96,4.46,417.52,67.5,51.44,0.0,1,11,9
2025-01-11 10:00:00,2025,1,11,10,23.99,4.47,231.52,72.1,54.73,0.0,1,11,10
2025-01-11 11:00:00,2025,1,11,11,21.53,3.44,61.65,79.1,67.86,0.0,1,11,11
2025-01-11 12:00:00,2025,1,11,12,18.88,3.34,0.0,86.0,80.7,0.0,1,11,12
2025-01-11 13:00:00,2025,1,11,13,18.11,3.29,0.0,86.3,86.86,0.0,1,11,13
2025-01-11 14:00:00,2025,1,11,14,17.48,3.14,0.0,83.4,91.76,0.01,1,11,14
2025-01-11 15:00:00,2025,1,11,15,17.03,2.98,0.0,76.0,94.85,0.06,1,11,15
2025-01-11 16:00:00,2025,1,11,16,16.6,2.92,0.0,69.1,97.48,0.07,1,11,16
2025-01-11 17:00:00,2025,1,11,17,16.14,2.88,0.0,64.5,100.0,0.05,1,11,17
2025-01-11 18:00:00,2025,1,11,18,15.79,2.81,0.0,59.9,100.0,0.03,1,11,18
2025-01-11 19:00:00,2025,1,11,19,15.6,2.71,0.0,55.1,100.0,0.01,1,11,19
2025-01-11 20:00:00,2025,1,11,20,15.38,2.64,0.0,49.1,100.0,0.01,1,11,20
2025-01-11 21:00:00,2025,1,11,21,15.12,2.61,0.0,39.6,100.0,0.0,1,11,21
2025-01-11 22:00:00,2025,1,11,22,14.8,2.6,0.0,28.4,100.0,0.0,1,11,22
2025-01-11 23:00:00,2025,1,11,23,14.48,2.65,0.0,18.5,100.0,0.0,1,11,23
2025-01-12 00:00:00,2025,1,12,0,14.17,2.73,0.0,12.9,100.0,0.0,1,12,0
2025-01-12 01:00:00,2025,1,12,1,15.17,3.12,40.72,10.3,97.62,0.0,1,12,1
2025-01-12 02:00:00,2025,1,12,2,17.41,3.53,206.68,13.1,85.78,0.0,1,12,2
